ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
16232	347,319,347,319	1,0,0,0	390,355,401,392	0,0,0,0	78	39
16233	0,0,0,0	4,1,2,0	0,1,0,0	4,5,3,5	78	39
16235	52,36,41,46	12,8,9,10	43,32,27,37	22,13,4,10	78	39
16236	50,27,35,54	12,8,9,10	41,33,29,33	22,13,4,10	78	39
16237	98,149,120,120	0,0,0,0	78,86,98,92	0,0,0,1	78	39
16239	109,143,124,120	0,4,0,0	66,113,93,108	0,0,0,0	78	39
16240	163,188,130,150	0,0,0,0	119,116,110,131	1,0,0,0	78	39
16241	151,159,132,129	0,0,1,0	161,102,115,125	1,0,0,0	78	39
16242	214,190,188,168	0,0,2,0	172,174,181,202	2,2,5,5	78	39
16243	1513,1469,1173,1373	0,2,0,0	1446,1124,1518,1389	0,0,0,1	78	39
16244	805,755,699,771	2,2,2,2	719,553,697,704	0,2,0,0	78	39
16245	58,74,71,57	2,2,2,2	78,74,51,87	0,2,0,0	78	39
16246	0,1,0,0	24,19,15,29	0,0,0,0	26,16,12,1	78	39
16247	0,0,0,0	25,25,20,22	1,1,0,3	18,20,16,16	78	39
16248	60,54,61,64	0,3,0,0	36,33,56,46	0,0,0,0	78	39
16250	1110,956,961,1016	0,0,1,2	992,1039,1077,1224	0,0,1,0	78	39
16251	1119,983,1034,1160	1,0,0,0	1145,1186,1216,1305	0,0,1,0	78	39
